head,type,tail
clinical trial,facet of,Alzheimer's disease
clinical trial,studies,analgesic
clinical trial,part of,clinical practice
clinical trial,part of,development
clinical trial,uses,dose
clinical trial,part of,drug discovery
clinical trial,subclass of,experimental studies
clinical trial,part of,pre clinical
clinical trial,follows,preclinical
clinical trial,studies,safety profile
clinical trial,subclass of,study
clinical trial,uses,test
clinical trial,studies,toxicity
clinical trial,subclass of,uncertainty
clinical use,part of,drug development
clinical,part of,biology
clinical,subclass of,dataset
clinical,studies,datum
clinical,practiced by,doctor
clinical,has part,method
clinical,instance of,sector
clinical,has part,stage II
clinical,subclass of,study
clinicaltrials.gov,part of,pubmed
clinician,field of this occupation,case
clinician,subclass of,health care professionals
clinician,subclass of,healthcare professionals
clinician,field of this occupation,patient
clinician,different from,researcher
clinico radiological,subclass of,biopsy
clinicopathologic,studies,lineage transformation
clinicopathological,studies,clinical outcomes
clinicopathological,studies,lung cancer
clinicopathological,part of,pathophysiology
clinicopathological,studies,perspective mechanism
clinics,part of,clinical practice
clinvar,instance of,database
cll,has part,EV
clock speed,different from,activity timing
clock,different from,elapsed time
clock,instance of,markers of mitochondrial biogenesis
clofibrate,subject has role,DNT negative compound
clonal analysis,studies,clone
clonal micropropagation,subclass of,cryopreservation
clonal,subclass of,chromosomal rearrangements
clonal,subclass of,germplasm
clonal,has part,partially clonal
clonal,part of,population
clonality,instance of,evolve
clone,studied by,clonal analysis
clone,subclass of,embryo
clone,opposite of,parental cells
cloning,subclass of,engineering
clonogenic survival,facet of,apoptosis
clonostachy,instance of,fungus
close ended responses,followed by,Open ended responses
close,opposite of,open
closed channel,subclass of,fluidic pattern
closed circuit rebreathing apparatus,use,hyperbaric oxygen
closed loop feedback controlled,subclass of,drug delivery
closely related plants,instance of,plant families
closely related,subclass of,taxa
clot analog,use,stroke
clot,has part,fibrin
clothing,subclass of,wearable devices
cloud based computing,subclass of,storage
clove,medical condition treated,apoptosis
clove,subject has role,autophagy
clpc,subclass of,chaperone protease
clpc,has effect,virulence
clr4,instance of,model organism
cluster analysis,studies,clustering
cluster analysis,subclass of,unsupervise
cluster assignments,studied by,supervised model
cluster model,subclass of,robust
cluster randomized,subclass of,controlled trial
cluster,studied by,hierarchical clustering
cluster,subclass of,podosome
cluster,has part,vesicle
clustered regularly interspaced short palindromic repeats,part of,crispr
clusterin,instance of,proteins
clustering,subclass of,algorithm
clustering,studied by,cluster analysis
clustering,facet of,deep learning
clustering,part of,hierarchical
clustering,part of,microtentacle
clusters of low treatment coverage,country,Liberia
cm,part of,infarcted heart
cm,has cause,maturation
cm,part of,myocardial tissues
cm,followed by,om
cmcg,subclass of,protein kinase
cmmc,subclass of,hydrogel
cnfs,has cause,genetic finding
cnidarian,parent taxon,tsp
cnki,instance of,clinical registration database
cnki,instance of,database
cnrg4,instance of,gene
cns,has cause,SARS CoV 2
cns,has part,brain
cns,has part,brainstem
cns,has part,central nervous system
cns,has part,neural circuits
cns,has part,neural tissue
co actor,different from,co actor
co authors,part of,mega authorship
co breeders,subclass of,Reproductive sharing
co clinical imaging,subclass of,preclinical imaging
co culture spheroids,has part,pdac
co culture,subclass of,Cell based therapies
co culture,subclass of,in vivo
co cultures,part of,3d
co evolution,facet of,ecosystem
co hiring,subclass of,hire
co hiring,facet of,peer
co immunoprecipitation,subclass of,immunoprecipitation
co infection,has cause,pathogen
co localized microbial populations,has effect,biodegradation
co methylation network,subclass of,significant CpG
co morbidity,subclass of,clinical phenotypes
co occurrence network,subclass of,highly connected
co occurrence,subclass of,network complexity
co segregation,subclass of,Whole genome sequencing
co transcriptional,part of,transcription
co transcriptome,studied by,co transcriptomic
co transcriptomic,studies,co transcriptome
coacervate,has part,rna
coactivator,opposite of,repressor
coagulation cascade,has part,fibrinolysis
coagulation factor Xa,has part,thrombin
coagulopathy,has cause,net
coal,different from,fossil fuel
coalescent,subclass of,concatenate
coarse facies,subclass of,skeletal abnormalities
coastal dolphin,opposite of,oceanic dolphin
coastal,subclass of,ecosystem
coat protein,subclass of,bacteriophage
coatis,country,Brazil
coatis,located in the administrative territorial entity,Mato Grosso do Sul
coatis,parent taxon,louse
cobalamin,subclass of,vitamin B
cobalt chelation,has part,egfr
cobalt,instance of,metal
cobb,subclass of,deacetylase
cobra,instance of,protein
coccidian,studied by,histopathology
coccidiosis,drug used for treatment,matrine
cochrane,instance of,systematic search
cociente de riesgos instantáneos,instance of,intervalos de confianza
cocoon silk,subclass of,silk
cod,different from,hrt
code based analyses,subclass of,statistical testing
code,part of,document
code,subclass of,encode
code,different from,graphical user interface
coding region,part of,gene
coding regions,part of,protein
coding spatiotemporal information,part of,visual circuits
coding variants,subclass of,gene
coding variants,subclass of,protein coding variation
coding,said to be the same as,life as we know it
codon,subclass of,amino acid
codon,part of,nucleotide
codon,part of,ribosome
coelogyninae,parent taxon,pholidota
coenzyme Q10,subject has role,antioxidant
coevolution,has effect,phylogeny
coevolve,instance of,evolve
coffee,has part,sugar
cofilin 1,part of,actin cytoskeleton
cofm,facet of,glioblastoma
cofm,medical condition treated,glioma
cognate immunity,subclass of,proteins
cognate mRNAs,subclass of,microrna
cognitiogn,subclass of,synaptic transmission
cognition,has part,behavior
cognition,has cause,brain ageing
cognition,facet of,ethnoracial
cognition,has part,memory
cognitive burden,studied by,physiologic
cognitive concern,different from,dementia
cognitive decline,has cause,Alzheimer's disease
cognitive deficits,has cause,COVID 19
cognitive deficits,facet of,aging
cognitive development,part of,neurological
cognitive dysfunction,drug used for treatment,qsyq
cognitive function,different from,No Ex
cognitive function,facet of,social interaction
cognitive health,facet of,rural barriers and facilitators
cognitive impairment,has cause,Alzheimer's disease
cognitive impairment,has cause,apelin
cognitive impairment,different from,cognitively normal
cognitive impairment,subclass of,dementia
cognitive impairment,subclass of,disease progression
cognitive impairment,subclass of,non motor symptoms
cognitive impairment,drug used for treatment,qsyq
cognitive load efficiency,subclass of,time efficiency
cognitive load,facet of,clinical simulation
cognitive load,facet of,efficiency
cognitive load,has cause,errors in care
cognitive load,has effect,performance
cognitive load,facet of,time based efficiency
cognitive load,different from,workload
cognitive overload,facet of,Cognitive load theory
cognitive performance,facet of,age
cognitive systems,part of,development
cognitive test,has part,interstrain differences
cognitive,has part,behavioral
cognitive,has part,brain processes
cognitive,has cause,physical decrements
cognitively normal,different from,cognitive impairment
coherent voting network,subclass of,supervised machine learning
cohesin,part of,chromatin
cohesin,part of,chromosome
cohesin,instance of,complex
cohesive complex,opposite of,non cohesive complex
cohesive complexes,opposite of,non cohesive complexes
cohort agnostic,subclass of,biologically meaningful
cohort studies,subclass of,large
cohort study,subclass of,prospective
cohort,part of,Our study
cohort,has part,cvs
cohort,part of,fep
cohort,use,validation
coinfect,has cause,parasite
col10a1,instance of,biomarker
col10a1,instance of,gene expression
col11a1,instance of,gene
col1a1,part of,ERS related risk model
col1r1,instance of,gene
col3a1,instance of,gene
col6a3,instance of,gene
col7,medical condition treated,oral carcinogenesis
col7,part of,oscc
col8a1,encodes,igfbp3
col8a1,has part,miR 210
cold and high fat diet,subclass of,metabolic
cold bath,use,overwinter
cold dry seasons,opposite of,warm wet season
cold dry,opposite of,warm wet
cold environmental temperature,has effect,cancer
cold exposure,has effect,ff
cold induced thermogenesis,subclass of,temperature
cold shock domain,part of,Cold shock protein
cold storage associated transplantation,subclass of,renal transplant
cold temperatures,opposite of,warm temperatures
cold water,subclass of,ichthyofauna
cold,has effect,fever
cold,different from,temperature
colectomy,subclass of,second
colectomy,medical condition treated,uc
coleoid,has part,jaw
colitis,subclass of,Immun related adverse events
colitis,has cause,carcinogenesis
collaboration,has effect,scientific productivity
collagen 1,instance of,marker
collagen III ECM mechanics,medical condition treated,cancer
collagen III ECM mechanics,medical condition treated,fibrosis
collagen III,instance of,gene
collagen like protein,subclass of,biomaterial
collagen,has part,amino acid
collagen,instance of,biomaterial
collagen,part of,extracellular matrix
collagen,subclass of,matrix protein
collagen,part of,mesenchymal
collagen,different from,new collagen
collagen,medical condition treated,nte
collagen,instance of,protein
collagenase,subclass of,enzyme
collapse,subclass of,ion gradient
collect,part of,Clinical data
collective agency,opposite of,institutional trust
collective behavior,facet of,collectively
collective intelligence,opposite of,expert forecasters
collective wave like dynamics,opposite of,individual oscillations
collembolan,use,bioassay
collenchymatous,subclass of,tissue
colletidae,parent taxon,bee
colloidal,subclass of,aqueous
colobine,subclass of,molar
coloboma,subclass of,anophthalmia
colobus,parent taxon,cercopithecoid
colobus,different from,piliocolobus
colocalization,subclass of,immunofluorescence
colocalization,subclass of,spatial patterns of cells
colon,has part,gut
colon,has part,ileum
colon,has part,immune cell
colon,part of,intestine
colon,studied by,pathological
colonic MF,different from,Fibroblasts from cancers
colonisation,continent,Africa
colonisation,location,European continent
colonize,opposite of,germ free mice
colonize,subclass of,settlement
colonizer,subclass of,Microbial communities
