head, type, tail
EM phenotype,has cause,genotype
genotype,has effect,EM phenotype
PM phenotype,opposite of,UM phenotype
UM phenotype,opposite of,PM phenotype
MYB family,subclass of,transcription factor
R2R3-MYB,has effect,patchouli
gene annotation,facet of,genome sequence
MYB,subclass of,gene
clade,part of,phylogenetic tree
patchouli,parent taxon,Lamiaceae
tandem duplication,instance of,evolution
R2R3-MYB,instance of,gene
repellent,subclass of,Personal protection measures against the mosquitoes
repellent,subclass of,molecules
pheromone,use,odors
molecular dynamics simulation,facet of,molecular dynamics
Anopheles gambiae,parent taxon,mosquitoes
molecular docking studies,facet of,molecular
free energy of binding,instance of,mode of interaction
ligand similarity screening,subclass of,molecular docking
DEET,subject has role,repellent
communicative complexity,subclass of,social complexity
acoustic modality,instance of,complexity
communication,part of,sociality
social behavior,facet of,sociality
monoamine,subclass of,steroid hormone
electric fish,instance of,modality
population pharmacokinetic,instance of,model
polymyxin B,instance of,intravenous
LC-MS/MS,subclass of,analysed
Monte Carlo simulation,use,probability of target attainment
polymyxin B,instance of,1
continuous veno-venous hemodiafiltration,subclass of,renal replacement therapy
two-compartment model,subclass of,covariate on volume of distribution
CVVHDF,subject has role,higher doses
polymyxin B,subject has role,therapeutic drug monitoring
platinum-taxane chemotherapy,medical condition treated,epithelial ovarian cancer
epithelial ovarian cancer,drug used for treatment,platinum-taxane chemotherapy
Aurora Kinase A,subclass of,serine/threonine kinase
TMEM147-AS1,subclass of,non-coding RNA
lipophagy,subclass of,feedback loop
cisplatin,medical condition treated,EOC
VX-680,subclass of,siRNA
TMEM147-AS1,subclass of,siRNA
AURKA,has effect,EOC
EOC,has cause,AURKA
Dioscorea,taxonomic type,Yam
starch,subclass of,micronutrient
Orientation Supergene Cultivation,instance of,cultivation mode
tuber starch,has part,yam
starch,part of,starchy tuber
OSC,different from,TVC
TVC,different from,OSC
OSC,has part,amylopectin
starch,has part,To
starch,has part,Tp
starch,has part,Tc
herbivory,uses,Methanol
polyphagous,subclass of,insect pests
Spodoptera litura,parent taxon,Helicoverpa armigera
larvae,part of,life cycle
life cycle,has part,larvae
catalase,subclass of,enzyme
carboxylesterase,subclass of,enzyme
cytochrome P450,subclass of,monooxygenase
monooxygenase,subclass of,enzyme
catalase,subclass of,enzymes
esterase,subclass of,enzymes
cytochrome P450 monooxygenase,subclass of,enzymes
In-planta,subclass of,bioassays
methanol detoxification,has part,methanol
plant,has parts of the class,pests
histone,subclass of,protein
acetylation,subclass of,post-translational modification
variant version,subclass of,Canonical histone
protozoa,parent taxon,eukaryote
histone,part of,gene
alanine,subclass of,acetylatable
arginine,subclass of,acetylatable
phenotype,has effect,ability to kill mice
ability to kill mice,has cause,phenotype
bradyzoite,subclass of,differentiation
protective immunity,opposite of,virulence
nucleosome,has part,genes
genes,part of,nucleosome
N-terminal,part of,charge patch
N-terminal,part of,protein
Antifungal,subclass of,biological activities
antimicrobial,subclass of,biological activities
insecticidal,subclass of,biological activities
cytotoxic,subclass of,biological activities
immunomodulatory,subclass of,biological activities
sesquiterpenoid,subclass of,polyketide
3A00413,parent taxon,deep-sea sulphide-derived fungus
MS,subclass of,NMR
Staphylococcus aureus,parent taxon,Escherichia coli
Vibrio vulnificus,parent taxon,Staphylococcus aureus
compound 3,medical condition treated,Vibrio parahaemolyticus
Vibrio parahaemolyticus,drug used for treatment,compound 3
fibers,part of,Skeletal muscle
Phospholipid,part of,cellular membrane
cellular membrane,has part,Phospholipid
phospholipid,has part,acyl chain
extensor digitorum longus,instance of,muscles
soleus,instance of,muscles
EDL muscle,opposite of,soleus muscle
soleus muscle,opposite of,EDL muscle
palmitate,subclass of,fibers
stearate,subclass of,fibers
type I,subclass of,fibers
IIa,subclass of,fibers
soleus,connects with,EDL muscle
EDL muscle,connects with,soleus
PGC-1α,part of,Peroxisome proliferator-activated receptor γ coactivator-1α
soleus,connects with,EDL
EDL,connects with,soleus
ex vivo,opposite of,in vitro
PC,subclass of,phospholipid
PS,subclass of,phospholipid
Tamoxifen,medical condition treated,breast cancer
breast cancer,drug used for treatment,Tamoxifen
Tam-resistance,instance of,mechanisms
BRK/PTK6,subclass of,non-receptor tyrosine kinase
resistance,subclass of,mechanisms
Tam-resistant,subclass of,breast cancer
T47D,subclass of,TamR
STY,subclass of,phosphosite
TamR,opposite of,Par
Par,opposite of,TamR
CDK1,subject has role,phosphorylation
CDK1,subclass of,regulatory kinase
animal studies,studies,stress physiology
stress physiology,studied by,animal studies
functional,subclass of,dependencies
developmental,subclass of,dependencies
labile,instance of,coping styles
stress,has effect,glucocorticoid
aggression,different from,sociability
sociability,different from,aggression
anxiety,instance of,personality traits
aggression,instance of,personality traits
anxiety,has cause,glucocorticoid
glucocorticoid,has effect,anxiety
sociality,part of,life history
life history,has part,sociality
parasites,has part,hosts
hosts,part of,parasites
survival,studied by,biology
virulence,studied by,biology
biology,studies,survival
biology,studies,virulence
Plasmodium falciparum,has effect,malaria
malaria,has cause,Plasmodium falciparum
World War I,followed by,World War II
World War II,follows,World War I
World War II,followed by,World War II
malaria,has cause,parasite
Oral inflammatory disease,country of origin,worldwide population
saliva,has part,crevicular fluid
crevicular fluid,part of,saliva
anti-inflammatory,subclass of,drug
poly(glycerol-caprolactone) sulfate,instance of,polymers
cell function regulator,part of,cell
cells,part of,microenvironments
perfluorocarbon,instance of,biomaterial
crosslinking,subclass of,covalent
interfaces,part of,cells
mesenchymal stromal cells,part of,human
low cell contractility,subclass of,mutual feedback
tissue engineering,part of,regenerative medicine
soft tissue defect,subclass of,congenital anomalies
lipotransfer,subclass of,autologous adipose tissue transplantation
vascularized adipose tissue engineering,subclass of,reconstructive
extracellular matrix,part of,functional adipose tissue
VATE,uses,cell source
scaffold,subclass of,biomaterial
hydrogel,subclass of,biomaterial
ECMs,subclass of,biomaterial
spheroids,subclass of,biomaterial
organoids,subclass of,biomaterial
extracellular vesicles,part of,VATE
VATE,use,clinical applications
genetics,studies,organism
organism,studied by,genetics
co-transcriptomic,studies,co-transcriptome
co-transcriptome,studied by,co-transcriptomic
genetic variation,studied by,transcriptomics
genetic variation,different from,mutations
mutations,different from,genetic variation
Genome,has part,transcriptome
transcriptome,part of,Genome
trans-eQTL hotspots,part of,genome
allele sensitivity,facet of,genetic variation
pathogen,has part,host
pathogen,opposite of,host
host,opposite of,pathogen
convergent evolution,subclass of,evolve
closely related,subclass of,taxa
conceptual sphere,has part,molecular evidence
molecular evidence,part of,conceptual sphere
speciation,has cause,convergent evolution
chromosome,part of,genome
genome,has part,chromosome
interspecific differentiation,subclass of,genomic regions
TPC1,instance of,calcium influx channel gene
karst,has part,calcium
TPC1,instance of,genic convergence
diabetic wound,has cause,Diabetes mellitus
Diabetes mellitus,has effect,diabetic wound
quality of life,facet of,health
Adipose-derived stem cell,subclass of,stem cell
wound healing,part of,skin
diabetics,different from,non-diabetic
non-diabetic,different from,diabetics
vascular endothelial growth factor,has part,transforming growth factor-beta
transforming growth factor-beta,part of,vascular endothelial growth factor
angiogenesis,facet of,inflammation
toxicity,facet of,microplastics
Apostichopus japonicus,parent taxon,sea cucumber
MPs,has part,Polysulfides
Polysulfides,part of,MPs
stress,has effect,exposure
World Health Organization,parent organization,United Nations
United Nations,subsidiary,World Health Organization
Apodemus sylvaticus,parent taxon,wood mice
field trial,facet of,natural setting
onion seed,subclass of,seed
seeds,part of,carrot
seed intake estimates can be obtained,main subject,seed intake
non-target species,subclass of,species
diet composition,facet of,food intake
Pesticides,has cause,pathogens
pathogens,has effect,Pesticides
Batrachochytrium dendrobatidis,instance of,fungal pathogen
Aatrex® Liquid 480,manufacturer,Syngenta
Vision® Silviculture Herbicide,manufacturer,Monsanto
non-monotonically affected growth,facet of,atrazine
highest concentration,opposite of,lower doses
lower doses,opposite of,highest concentration
atrazine,different from,glyphosate
glyphosate,different from,atrazine
Bd,instance of,herbicide
effects of glyphosate on growth,has part,atrazine
atrazine,instance of,herbicide
Gosner,instance of,developmental stage
Bd,has part,atrazine
metastatic,subclass of,malignant tumor
Traditional Chinese herbal medicine,subclass of,Chinese herbal medicine
Trifolirhizin,instance of,flavonoid
nasopharyngeal carcinoma 6-10B and HK1 cells,drug used for treatment,trifolirhizin
Akt,instance of,signaling pathway
trifolirhizin,medical condition treated,nasopharyngeal carcinoma
nasopharyngeal carcinoma,drug used for treatment,trifolirhizin
IoT,subclass of,smart technologies
optical spectroscopy,subclass of,detection
Cockayne syndrome,subclass of,genetic neurodevelopment disorder
cytokinesis,part of,cell division
mitochondria,has part,CS proteins
mitosis,has part,pro-metaphase
mitosis,has part,metaphase
pro-metaphase,part of,mitosis
metaphase,part of,mitosis
Cyclin B1,part of,centrosomal
Caspase 3,has effect,apoptosis
apoptosis,has cause,Caspase 3
CSA,has effect,Cockayne Syndrome
Cockayne Syndrome,has cause,CSA
Hyperglycemia,has effect,diabetic cardiomyopathy
diabetic cardiomyopathy,has cause,Hyperglycemia
tyrosine kinase,subclass of,non-receptor protein
inflammatory signaling pathway,facet of,cardiovascular disease
FAK,medical condition treated,DCM
DCM,drug used for treatment,FAK
streptozotocin,medical condition treated,type 1 diabetes mellitus
type 1 diabetes mellitus,drug used for treatment,streptozotocin
STZ,has effect,T1DM
T1DM,has cause,STZ
inflammatory cytokines,subclass of,markers
cardiac,has part,systolic
systolic,part of,cardiac
NF-κB,subclass of,phosphorylation
H9c2 cells,subclass of,Cardiomyocyte
fibrotic,subclass of,inflammatory
NF-κB,instance of,signaling pathway
TAK1,medical condition treated,myocardial inflammatory injury
Retinoblastoma,subclass of,intraocular malignancy
RB1,instance of,gene
developing countries,opposite of,industrialized countries
industrialized countries,opposite of,developing countries
early diagnosis,has effect,lethal
miRNA,subclass of,non-coding RNA
miRNA,subclass of,RNA
prognosis,facet of,diagnosis
regulatory mechanisms,facet of,miRNAs
cattle,subclass of,livestock
resistance,facet of,chemical acaricide
tick counts,subclass of,phenotyping
phenotype,used by,selection programmes
selection programmes,uses,phenotype
African blue tick,parent taxon,Rhipicephalus decoloratus
multivariate,subclass of,statistical analysis
pre-infestation,followed by,post-infestation
post-infestation,follows,pre-infestation
selective breeding,product or material produced,cattle
preclinical,followed by,clinical research
male,opposite of,female
female,opposite of,male
myocardial infarction,has effect,heart failure
heart failure,has cause,myocardial infarction
cell,part of,extracellular matrix
extracellular matrix,has part,cell
female sex hormone,subclass of,sex hormone
hormone replacement therapy,facet of,post-menopausal
cell type,part of,cellular composition
sex-differences in cardiovascular (patho)physiology,facet of,sex-dependent variables
functional decline,subclass of,post-infarction remodeling
unique biology of sickle cell disease,facet of,sickle cell disease
Sickle cell disease,has effect,shortened by approximately 20 years even with optimal clinical care
shortened by approximately 20 years even with optimal clinical care,facet of,Sickle cell disease
hematologist,studies,blood
blood,studied by,hematologist
ASH Research Collaborative,parent organization,ASH
Consortium on Newborn Screening in Africa,part of,Sickle Cell Disease Clinical Trial Network
Sickle Cell Disease Clinical Trial Network,has part,Consortium on Newborn Screening in Africa
